Location,Coordinates,Date,Description,Weaponry,Casulties,Shot Down
Metulla,"33.2792, 35.5795",01-07-2024,"On 1 July 2024, Hezbollah forces in Lebanon fired a missile that crossed into Israeli territory which hit a house in Metulla (Zefat, HaZafon). Hezbollah announced that they struck a building used by Israeli forces and achieved direct hits. There were no casualties.",unknown,0,0
Ramot Naftali,"33.1015, 35.5532",01-07-2024,"On 1 July 2024, Hezbollah forces in Lebanon fired seven rockets, some of which landed in open areas near Ramot Naftali (Zefat, HaZafon), causing no casualties. Hezbollah announced that they struck buildings used by the Israeli military and achieved direct hits.",rockets,0,0
Kefar Giladi,"33.2423, 35.5752",01-07-2024,"On 1 July 2024, Hezbollah forces in Lebanon fired rockets toward Kefar Giladi (Zefat, HaZafon) and announced that they taregted buildings used by Israeli forces and achieved direct hits. There were no casualties.",rockets,0,0
Maayan Baruch,"33.2403, 35.609",01-07-2024,"On 1 July 2024, Hezbollah forces in Lebanon fired seven rockets, some of which landed in open areas near Maayan Baruch (Zefat, HaZafon), causing no casualties but sparking fires in the area.",rockets,0,0
Biranit,"33.0583, 35.3415",30-06-2024,"On 30 June 2024, Hezbollah forces in Lebanon fired a missile that crossed into Israeli territory and hit near Biranit (Akko, HaZafon).",unknown,0,0
Yiron,"33.0776, 35.4546",30-06-2024,"On 30 June 2024, Hezbollah forces in Lebanon fired missiles at Yiron (Zefat, HaZafon). Hezbollah announced that the missiles hit a building used by Israeli forces and achieved direct hits. No casualties occurred.",missiles,0,0
Baram,"33.0592, 35.4338",30-06-2024,"On 30 June 2024, Hezbollah forces announced the firing of \",unknown,0,0
Metulla,"33.2792, 35.5795",30-06-2024,"On 30 June 2024, Hezbollah forces in Lebanon fired three anti-tank missiles with one hitting a house in Metulla (Zefat, HaZafon). Hezbollah announced that they hit a building used by Israeli forces and achieved direct hits. There were no casualties.",missiles,0,0
Beit Hillel,"33.2086, 35.607",30-06-2024,"On 30 June 2024, Hezbollah forces in Lebanon fired two \",unknown,0,0
Misgav Am,"33.2474, 35.5489",29-06-2024,"On 29 June 2024, Hezbollah forces in Lebanon fired an anti-tank missile that crossed into Israeli territory and hit Misgav Am (Zefat, HaZafon), causing no casualties. Israeli forces fired artillery towards the source of the launch.",anti-tank,0,0
Kefar Giladi,"33.2423, 35.5752",29-06-2024,"On 29 June 2024, Hezbollah forces in Lebanon fired an anti-tank missile that crossed into Israeli territory and hit Tel Hai in Kefar Giladi (Zefat, HaZafon), causing no casualties. Israeli forces fired artillery towards the source of the launch.",anti-tank,0,0
Dishon,"33.0814, 35.5174",28-06-2024,"Interception: On 28 June 2024, Israeli military forces intercepted a drone -- likely armed -- over the area of Dishon (Zefat, HaZafon). The drone was launched by Hezbollah forces in Lebanon.",drone,0,0
Kefar Blum,"33.1717, 35.6098",28-06-2024,"Interception: On 28 June 2024, Israeli military forces intercepted a drone -- likely armed -- over the area of Kefar Blum (Zefat, HaZafon). The drone was launched by Hezbollah forces in Lebanon.",drone,0,0
Nahariyya,"33.0089, 35.0981",28-06-2024,"Interception: On 28 June 2024, Israeli military forces intercepted at least one drone -- likely armed -- over the area of Nahariyya (Akko, HaZafon). The drone was launched by Hezbollah forces in Lebanon.",drone,0,0
Betzet,"33.0714, 35.1347",28-06-2024,"On 28 June 2024, Hezbollah forces in Lebanon fired about 25 rockets, and several anti-tank missiles, toward the Galilee Panhandle and Western Galilee, including Shlomi and Betzet (Akko, HaZafon). At least one rocket fell in Betzet, killing two horses and causing damage to a house and a chicken coup. In retaliation, Israeli military forces fired artillery at the launch sites and struck Kfar Kila (coded separately).",rockets,0,0
Shlomi,"33.0726, 35.1458",28-06-2024,"On 28 June 2024, Hezbollah forces in Lebanon fired about 25 rockets, and several anti-tank missiles, toward the Galilee Panhandle and Western Galilee (coded to Shlomi), including Shlomi (Akko, HaZafon) and Betzet. Some of the rockets fell in open areas near Shlomi. Fires were caused in the area. Additionally, at least one drone launched by Hezbollah forces in Lebanon was intercepted over the area of Shlomi. In retaliation, Israeli military forces fired artillery at the launch sites and struck Kfar Kila (coded separately).",rockets,0,0
Shlomi,"33.0726, 35.1458",28-06-2024,"On 28 June 2024, Hezbollah forces in Lebanon fired about 25 rockets, and several anti-tank missiles, toward the Galilee Panhandle and Western Galilee, including Shlomi (Akko, HaZafon) and Betzet. A house in Shlomi was hit and damaged by rocket shrapnel. A fire also started due to the shrapnel. Hezbollah claimed the rockets hit a building used by Israeli forces using \",rockets,0,0
Metulla,"33.2792, 35.5795",28-06-2024,"On 28 June 2024, Hezbollah targeted a building used by Israeli soldiers in the Metulla settlement (Zefat, HaZafon) likely by shelling and \",shelling,0,0
Snir,"33.2407, 35.6773",28-06-2024,"On 28 June 2024, Hezbollah forces in Lebanon fired about 25 rockets toward the Western Galilee and Galilee Panhandle, including Kiryat Shmona, Bet Hillel, and Snir (Zefat, HaZafon). Two rockets fell in open agricultural areas north of Snir. No casualties occurred. In retaliation, Israeli military forces struck the launch sites.",rockets,0,0
Gaaton,"33.0063, 35.2148",28-06-2024,"On 28 June 2024, Hezbollah forces in Lebanon launched three drones -- likely armed -- that fell in the Western Galilee, at least one of which fell and hit a van near Gaaton (Akko, HaZafon). Hezbollah claimed to have struck the new headquarters of the 411th Israeli artillery battalion leaving unknown casualties. Fires broke out in the headquarters. In retaliation, Israeli military forces fired artillery at the launch sites and struck Kfar Kila (coded separately).",drone,0,0
Kiryat Shmona,"33.2073, 35.572",28-06-2024,"On 28 June 2024, Hezbollah forces in Lebanon fired about 25 rockets toward the Western Galilee and Galilee Panhandle, including Kiryat Shmona (Zefat, HaZafon), Bet Hillel, and Snir. Hezbollah claimed to a have targeted an IDF base in the area of Kiryat Shmona. No direct hits were reported, as rockets likely fell in open areas near Kiryat Shmona. In retaliation, Israeli military forces fired artillery at the launch sites and struck Kfar Kila (coded separately).",rockets,0,0
Beit Hillel,"33.2086, 35.607",28-06-2024,"On 28 June 2024, Hezbollah forces in Lebanon fired about 25 rockets toward the Western Galilee and Galilee Panhandle, including Kiryat Shmona, Bet Hillel (Zefat, HaZafon), and Snir. A number of rockets fell in the area of Bet Hillel. No casualties occurred. In retaliation, Israeli military forces fired artillery at the launch sites and struck Kfar Kila (coded separately).",rockets,0,0
Safed,"32.9647, 35.496",27-06-2024,"On 27 June 2024, Hezbollah forces in Lebanon fired about 40 rockets toward Safed (Zefat, HaZafon) and surrounding areas, including Ein Zeitim and Biriya. At least half of the rockets were intercepted. Most of the rest fell in open areas. Fires broke out in Safed, as well as in open areas near Ein Zeitim and Biriya due to the rocket fire. Power outages also occurred in the area due to the rockets. Hezbollah claimed to have targeted IDF bases in the Galilee with the rockets.",rockets,0,0
Biriya,"32.9783, 35.4997",27-06-2024,"On 27 June 2024, Hezbollah forces in Lebanon fired about 40 rockets toward Safed and surrounding areas, including Ein Zeitim and Biriya (Zefat, HaZafon). At least half of the rockets were intercepted. Most of the rest fell in open areas. Fires broke out in Safed, as well as in open areas near Ein Zeitim and Biriya due to the rocket fire. Power outages also occurred in the area due to the rockets. Hezbollah claimed to have targeted IDF bases in the Galilee with the rockets.",rockets,0,0
Safed,"32.9647, 35.496",27-06-2024,"On 27 June 2024, Hezbollah forces in Lebanon fired about 40 rockets toward Safed (Zefat, HaZafon) and surrounding areas. At least half of the rockets were intercepted. Most of the rest fell in open areas. A house in the Merom HaGalil Regional Council was directly hit by one of the rockets. Location unspecified. Likley in the area of Safed.",rockets,0,0
Rosh HaNikra,"33.0861, 35.1135",27-06-2024,"On 27 June 2024, Hezbollah forces in Lebanon launched two drones -- likely armed -- that crossed into Israeli territory and exploded near Rosh HaNikra (Akko, HaZafon). Hezbollah forces claimed to be targeting an Israeli navy base in the area, sparking a fire in the base and leaving unknown casualties.",drone,0,0
Ein Zeitim Base,"32.9948, 35.4851",27-06-2024,"On 27 June 2024, Hezbollah forces in Lebanon fired about 40 rockets toward Safed and surrounding areas, including Ein Zeitim (Zefat, HaZafon) and Biriya. At least half of the rockets were intercepted. Most of the rest fell in open areas. Fires broke out in Safed, as well as in open areas near Ein Zeitim and Biriya due to the rocket fire. Power outages also occurred in the area due to the rockets. Hezbollah claimed to have targeted IDF bases in the Galilee with the rockets.",rockets,0,0
Avivim,"33.0889, 35.4723",26-06-2024,"On 26 June 2024, Hezbollah forces in Lebanon fired two anti-tank missiles at Avivim (Zefat, HaZafon). At least one of the missiles hit a house in Avivim, causing damage. No casualties occurred.",missiles,0,0
Even Menahem,"33.0742, 35.294",26-06-2024,"On 26 June 2024, Hezbollah forces in Lebanon fired three rockets toward Even Menahem (Akko, HaZafon). The rockets fell in open areas near Even Menahem.",rockets,0,0
Metulla,"33.2792, 35.5795",26-06-2024,"On 26 June 2024, Hezbollah forces in Lebanon fired five anti-tank missiles at Metulla (Zefat, HaZafon). At least two direct hits occurred in Metulla, causing property damage and sparking fires. No casualties occurred.",missiles,0,0
Malkiyya,"33.0983, 35.5108",25-06-2024,"Interception: On 25 June 2024, Israeli military forces intercepted two aerial targets -- likely armed -- over the areas of Dishon and Malkiyya (Zefat, HaZafon). Hezbollah forces in Lebanon launched the drones.",drone,0,0
Dishon,"33.0814, 35.5174",25-06-2024,"On 25 June 2024, Israeli military forces intercepted two aerial targets -- likely armed -- over the areas of Dishon (Zefat, HaZafon) and Malkiyya. Hezbollah forces in Lebanon launched the drones. Shrapnel from one of the interceptions fell in the area of Dishon, sparking fires in the area. No casualties occurred.",drone,0,0
Yiron,"33.0776, 35.4546",24-06-2024,"On 24 June 2024, Hezbollah forces in Lebanon fired an anti-tank missile at Yiron (Zefat, HaZafon). The missile hit a house in Yiron, causing property damage and a fire. Hezbollah claimed to have achieved direct hits. No casualties occurred.",anti-tank,0,0
Margaliyyot,"33.2147, 35.5449",24-06-2024,"On 24 June 2024, Hezbollah forces in Lebanon fired an anti-tank missile toward Margaliyyot (Zefat, HaZafon). The missile fell in an open area near Margaliyyot, sparking a fire in the area. Hezbollah claimed that the attack was carried out an attack with \",anti-tank,0,0
Menara,"33.1969, 35.5439",24-06-2024,"On 24 June 2024, Hezbollah forces in Lebanon fired an anti-tank missile at Menara (Zefat, HaZafon). The missile hit a building in Menara, causing property damage. Hezbollah claimed to have achieved direct hits. No casualties occurred.",anti-tank,0,0
Sakhnin,"32.8642, 35.2971",23-06-2024,"Interception: On 23 June 2024, Israeli military forces shot down a drone -- likely armed -- over the area of Sakhnin (Akko, HaZafon) near a \",drone,0,1
Ayelet HaShahar,"33.0222, 35.5772",23-06-2024,"On 23 June 2024, Hezbollah forces in Lebanon fired several explosive-laden drones toward Ayelet HaShahar (Zefat, HaZafon) and surrounding areas. One of the drones was intercepted, and shrapnel from the interception sparked fires in several locations, including near Dishon, a forest near Misgav (Akko, HaZafon), and near Ayelet HaShahar. Several other drones struck near Ayelet HaShahar, near an IDF base, sparking fires and seriously injuring an IDF soldier.",drone,1,0
